miRNA_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
hsa-miR-5586-5p	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-4732-5p	0	1	2	0	0	2	9	1	0	1	2	2	0	2	2	0
hsa-miR-146a-3p	0	1	0	10	11	4	25	10	0	2	0	10	9	5	6	7
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-624-5p	11	14	11	6	12	5	18	5	12	43	16	12	15	16	22	15
hsa-miR-2467-5p	4	3	13	2	0	0	6	1	8	5	16	3	10	5	9	5
hsa-miR-4650-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4676-3p	0	0	1	2	3	2	1	0	0	4	2	0	2	2	2	0
hsa-miR-1252-3p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-1185-1-3p	50	202	189	85	83	36	52	109	112	87	91	185	215	100	121	80
hsa-miR-6822-5p	1	1	2	0	2	0	2	0	0	1	1	1	0	1	3	0
hsa-miR-6810-3p	1	0	2	1	0	0	0	1	0	1	3	0	0	0	0	0
hsa-miR-410-3p	752	7253	3884	878	1026	1692	1332	2090	1704	1888	1679	2294	2554	1768	1516	1538
hsa-miR-3126-3p	9	5	10	5	3	0	3	4	1	3	1	6	1	5	2	5
hsa-miR-18a-3p	22	19	22	12	15	9	16	8	43	65	50	60	51	62	39	49
hsa-miR-5580-5p	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-4680-5p	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
hsa-miR-145-3p	5242	5939	3854	4581	5856	6978	3360	5039	1715	2160	1137	3882	2559	1386	1643	2106
hsa-miR-331-3p	407	344	281	281	262	139	321	537	291	329	345	370	241	270	338	202
hsa-miR-33a-5p	139	128	119	158	81	66	37	54	192	267	290	359	242	280	233	306
hsa-miR-3194-5p	14	7	8	10	4	1	4	5	0	5	11	14	11	13	6	4
hsa-miR-4664-5p	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-3605-5p	28	11	21	12	17	8	13	24	6	19	13	18	22	6	9	7
hsa-miR-5583-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4754	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6087	90	16	37	58	99	13	130	105	32	18	14	35	30	15	53	27
hsa-miR-3157-5p	4	1	0	1	2	0	1	1	5	2	1	2	1	4	2	1
hsa-miR-4751	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4503	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
hsa-miR-4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4474-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
hsa-miR-329-3p	30	131	58	39	46	53	23	45	24	15	33	49	61	21	36	27
hsa-miR-4506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	0	1	0	1	1	0	3	3	4	3	2	1	3	3	1	2
hsa-miR-15b-5p	1546	1046	1287	1292	1674	884	1228	1095	1441	2570	1976	2001	2143	1968	1986	2681
hsa-miR-125a-3p	52	82	83	34	53	23	34	62	90	111	76	93	111	119	111	66
hsa-miR-371a-5p	1	15	8	1	2	4	2	2	7	3	31	19	9	7	19	4
hsa-let-7g-3p	101	99	92	63	68	53	69	79	150	226	183	109	124	164	139	143
hsa-miR-6747-3p	0	1	0	0	0	0	0	0	3	4	0	0	1	2	1	1
hsa-miR-4524a-3p	1	3	2	0	4	2	0	5	1	0	0	2	1	0	0	3
hsa-miR-519a-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-5695	2	1	3	2	4	2	3	1	10	16	5	6	2	11	7	11
hsa-miR-5696	3	2	3	3	1	2	3	1	2	1	4	1	5	4	4	8
hsa-miR-5697	1	1	2	1	5	0	3	3	1	1	4	3	1	1	2	5
hsa-miR-5690	2	2	0	0	0	2	1	1	0	1	0	3	3	0	2	0
hsa-miR-5691	1	0	4	0	1	0	1	0	2	1	0	0	2	0	1	0
hsa-miR-7111-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-101-3p	59540	59525	54816	57217	55757	39875	62493	72687	38993	52133	33642	54334	39496	39400	60734	35003
hsa-miR-1976	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4501	0	0	0	0	0	0	0	0	1	1	0	0	1	3	2	1
hsa-miR-5190	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6795-5p	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
hsa-miR-615-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-6791-3p	0	0	2	1	0	0	0	1	1	0	0	0	0	1	0	0
hsa-miR-6741-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
hsa-miR-34c-3p	10	3	5	5	7	2	11	5	115	165	181	160	293	282	356	352
hsa-miR-6513-5p	11	3	7	3	2	6	5	5	3	4	3	2	4	4	4	3
hsa-miR-598-3p	246	171	138	142	189	103	160	172	282	344	375	316	394	385	336	296
hsa-miR-5194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-30b-5p	7129	7572	5994	5003	6491	4754	5713	6362	17149	24447	33356	9801	17704	30245	23836	8983
hsa-miR-3160-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-29a-5p	10	4	7	1	2	1	3	2	8	4	12	15	6	8	10	14
hsa-miR-532-3p	224	408	227	163	243	103	302	440	369	529	400	442	178	360	246	277
hsa-miR-2278	0	0	0	1	0	0	0	0	0	0	3	1	5	2	0	1
hsa-miR-4726-5p	1	1	0	0	0	0	1	0	3	3	1	1	0	1	1	1
hsa-miR-30c-5p	10374	8983	9137	7880	6215	6329	6655	6858	10500	10203	13236	12879	14532	12241	15249	14555
hsa-miR-615-3p	219	444	107	112	155	80	209	266	7	6	25	85	5	7	8	2
hsa-miR-147a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b	147	18	42	43	29	6	37	24	35	28	42	55	88	62	17	22
hsa-miR-7849-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-542-3p	304	1931	622	402	559	1536	471	355	2028	1595	1612	2459	1564	1908	1544	2243
hsa-miR-429	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	0
hsa-miR-6516-3p	17	5	12	6	11	3	10	6	12	13	8	14	13	8	7	16
hsa-miR-9-5p	569	1584	858	346	522	1452	795	643	2933	1504	1972	2139	2085	8227	3677	3033
hsa-miR-421	1028	622	759	547	548	321	655	555	683	910	1124	733	1016	1183	922	729
hsa-miR-5581-3p	2	4	1	0	1	2	0	1	0	2	3	4	3	3	4	7
hsa-miR-500a-3p	1675	2158	2048	1402	2454	1024	2468	2935	1514	2115	2356	4663	2060	2208	1432	2759
hsa-miR-137	21	1	13	147	6	0	51	9	2	2	2	9	4	3	7	2
hsa-miR-656-5p	1	8	5	2	2	0	0	2	3	0	2	3	3	1	1	0
hsa-miR-6866-5p	10	8	9	8	8	5	11	11	5	16	7	13	8	17	11	11
hsa-miR-5006-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-182-3p	0	1	1	0	0	1	0	0	8	8	10	5	6	12	6	9
hsa-miR-1277-5p	10	4	4	1	4	0	2	2	2	0	1	4	6	2	6	1
hsa-miR-6821-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6798-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5088-5p	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-1295a	9	18	11	23	14	8	10	29	3	1	1	4	0	4	0	1
hsa-miR-6826-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6500-3p	15	19	12	13	9	19	7	8	44	60	78	56	37	67	34	45
hsa-miR-1295b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4741	2	0	0	1	2	1	0	1	3	2	2	0	1	0	0	0
hsa-miR-6885-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6736-5p	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1
hsa-miR-551b-5p	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-200b-3p	316	369	2865	185	659	56	284	896	10072	12379	13766	12168	9875	21762	10993	21320
hsa-miR-1200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-339-5p	774	622	702	745	616	332	710	693	768	900	1222	1161	1067	1238	926	1026
hsa-miR-6763-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-210-5p	25	11	8	2	5	3	6	5	24	28	30	6	11	16	23	7
hsa-miR-140-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-559	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-199a-5p	186273	182324	167950	166421	187254	53975	112874	218981	106937	119754	97405	154602	60198	84927	69403	134234
hsa-miR-4796-3p	6	1	2	2	1	0	0	1	2	9	3	2	5	2	5	3
hsa-miR-1255a	1	1	4	5	9	2	1	7	0	0	7	13	5	26	0	10
hsa-miR-6797-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4662a-5p	54	31	38	17	23	16	43	56	12	12	8	10	11	15	4	24
hsa-miR-1294	1	13	5	7	2	2	2	7	3	4	3	3	5	2	3	2
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	1	1	0	7	0	4	2	4
hsa-miR-1291	12	2	4	3	5	8	8	11	3	7	3	3	3	4	4	1
hsa-miR-1293	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0
hsa-miR-132-5p	125	363	281	137	192	124	87	225	282	191	186	656	263	210	226	177
hsa-let-7e-3p	183	194	167	81	130	94	113	131	176	150	159	188	111	145	185	137
hsa-miR-4799-5p	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-214-5p	1901	1964	3162	2058	1913	1209	1671	3004	1559	1651	1565	2055	1544	2020	881	1503
hsa-miR-1275	15	3	5	10	14	1	11	8	11	30	14	5	12	12	23	4
hsa-miR-338-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5100	12	10	20	16	7	16	41	18	35	8	8	5	11	13	21	9
hsa-miR-4724-5p	0	0	3	0	0	0	0	0	3	3	7	9	1	7	1	2
hsa-miR-20a-5p	2189	1643	1899	1903	2072	1236	1801	1249	3755	4431	5342	6133	4623	3596	4172	7304
hsa-miR-5699-5p	14	21	18	15	12	7	5	19	15	22	15	25	24	16	24	11
hsa-miR-188-3p	42	87	62	50	73	13	41	87	59	84	107	199	49	79	31	142
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6873-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-3184-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-510-5p	0	87	23	8	0	99	2	1	0	0	0	1	0	1	0	0
hsa-miR-653-5p	66	14	9	49	7	1	63	9	8	1	3	7	3	3	14	8
hsa-miR-99b-3p	169	332	222	137	199	94	137	175	245	271	243	374	222	259	283	144
hsa-miR-3200-5p	0	3	4	0	2	2	1	4	0	13	5	7	2	6	5	5
hsa-miR-1273a	0	2	1	0	1	2	6	1	10	3	2	2	2	1	1	0
hsa-miR-1273c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5587-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-23b-5p	12	15	8	8	9	9	7	8	19	20	11	14	14	19	19	19
hsa-miR-149-5p	701	1265	799	699	638	700	816	782	1773	1234	2190	1702	1461	1806	1182	2195
hsa-miR-3199	2	1	0	2	1	5	1	1	4	2	2	3	2	0	1	2
hsa-miR-597-5p	5	6	5	5	7	4	5	2	5	6	6	7	9	13	10	12
hsa-miR-17-3p	164	336	235	179	127	102	117	176	341	558	516	327	415	522	296	396
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3196	31	15	18	21	14	26	83	20	58	14	7	21	18	22	35	11
hsa-miR-5689	2	0	2	0	0	0	3	0	3	3	2	0	6	1	9	0
hsa-miR-3193	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-151a-3p	11466	16800	20190	11263	14807	10097	13599	16328	14961	20814	22244	18256	19542	27036	20576	19197
hsa-miR-197-3p	999	783	331	389	467	324	475	561	339	377	279	239	355	232	302	211
hsa-miR-299-5p	35	276	107	27	46	103	34	64	43	40	43	58	75	50	37	23
hsa-miR-7977	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
hsa-miR-381-5p	5	70	35	11	10	18	9	35	8	17	8	27	18	11	14	12
hsa-miR-887-3p	533	1160	803	500	524	391	423	511	413	331	367	688	281	272	330	601
hsa-miR-24-2-5p	1099	319	732	655	455	200	564	492	526	645	706	790	580	754	654	737
hsa-miR-144-5p	1097	843	1869	749	3630	3925	5268	1389	1857	7287	3515	6300	2194	4650	3911	2675
hsa-miR-4769-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6881-3p	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6883-3p	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
hsa-miR-548ag	10	2	1	5	3	4	8	1	0	2	2	15	2	5	3	0
hsa-miR-212-5p	49	125	90	30	57	57	47	94	81	53	45	177	71	62	57	63
hsa-miR-1245b-3p	0	0	5	1	0	0	2	0	4	4	4	4	4	2	0	2
hsa-miR-5683	5	4	5	3	9	0	2	6	10	7	4	13	15	4	3	28
hsa-miR-326	29	30	22	17	14	6	25	16	24	27	25	6	14	12	24	14
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	1
hsa-miR-3908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	94	48	62	69	58	20	57	80	48	109	30	53	53	117	55	46
hsa-miR-3907	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-5699-3p	2	7	8	9	5	6	1	8	11	7	4	16	4	9	6	1
hsa-miR-600	0	0	0	0	0	0	0	0	0	6	5	3	0	12	5	4
hsa-miR-602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-95-3p	152	99	261	91	78	126	148	197	104	60	77	160	140	48	96	112
hsa-miR-550a-3-5p	5	4	2	2	3	2	2	3	2	3	4	1	0	8	2	2
hsa-miR-4746-5p	3	4	4	0	0	1	3	3	8	5	18	22	8	15	7	19
hsa-miR-3610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3611	24	23	14	24	20	16	19	24	10	23	18	30	24	21	20	22
hsa-miR-425-3p	478	666	545	306	327	409	319	437	826	800	719	544	855	953	478	606
hsa-miR-3615	98	84	88	80	94	46	125	66	84	175	111	153	108	226	140	48
hsa-miR-146b-3p	1194	972	539	414	544	304	848	1396	563	665	412	576	377	360	514	283
hsa-miR-6871-3p	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-6727-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-185-3p	47	14	31	24	22	8	31	19	21	32	31	34	30	32	25	7
hsa-miR-5001-3p	2	2	1	0	2	2	5	3	2	2	3	4	0	3	1	3
hsa-miR-29b-2-5p	102	44	48	46	39	30	59	55	26	21	34	34	29	26	32	23
hsa-miR-6840-5p	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-3653-5p	8	5	5	5	3	0	10	8	3	8	1	4	4	0	2	3
hsa-miR-483-3p	11	48	22	14	23	15	7	23	246	195	50	664	106	64	115	64
hsa-miR-6809-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-3p	22	38	88	20	70	13	53	118	95	132	197	18	115	75	74	41
hsa-miR-5008-5p	0	0	0	0	0	0	0	0	1	2	2	0	0	0	2	1
hsa-miR-6842-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4774-5p	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-196a-3p	6	8	0	20	5	0	0	2	1	2	0	0	0	0	0	1
hsa-miR-2113	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-2110	34	22	27	21	16	35	20	23	32	24	32	32	50	42	24	32
hsa-miR-187-5p	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5003-5p	0	1	1	2	1	1	0	0	0	1	1	0	0	3	0	0
hsa-miR-2681-3p	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	2
hsa-miR-32-5p	1197	1758	1291	1170	1048	881	1194	1229	1920	2992	2187	1191	2689	2350	2979	848
hsa-miR-6774-3p	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-4701-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6887-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-196b-3p	2	2	13	5	7	1	1	7	82	103	120	119	70	69	77	110
hsa-miR-138-5p	103	18	21	175	50	18	124	256	8	11	16	47	9	19	12	23
hsa-miR-873-3p	0	0	0	5	0	0	2	1	59	65	56	9	118	57	22	7
hsa-miR-6721-5p	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6827-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-2-3p	592	1805	964	752	655	1300	1010	1402	1267	1726	1254	1012	966	1734	1270	997
hsa-miR-6838-5p	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-29b-1-5p	13	10	14	10	6	6	7	6	13	13	40	34	13	24	29	7
hsa-miR-574-3p	8666	10070	5154	5409	6008	2618	4733	8778	4402	6113	2996	2917	1887	3627	3548	2075
hsa-miR-337-5p	50	217	104	39	83	41	34	98	36	49	24	65	53	31	45	31
hsa-miR-6772-3p	2	0	0	5	0	0	3	2	1	0	0	0	0	0	0	0
hsa-miR-3620-3p	0	2	2	0	1	0	2	0	2	4	0	4	0	1	0	0
hsa-miR-3161	8	0	0	0	0	0	0	2	1	0	0	0	4	0	0	5
hsa-miR-25-5p	44	45	45	37	22	27	30	42	88	103	104	110	68	97	72	112
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3165	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4666a-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-769-3p	41	34	37	16	18	21	18	23	52	21	50	48	49	50	44	42
hsa-miR-6753-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4652-5p	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-487b-3p	355	2047	1052	327	461	516	368	699	401	551	310	452	457	400	358	272
hsa-miR-125b-1-3p	407	712	816	393	616	351	330	660	314	349	317	812	391	333	406	383
hsa-miR-139-5p	218	326	170	98	103	204	173	146	95	104	66	193	44	111	182	98
hsa-miR-6734-5p	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0
hsa-miR-340-3p	146	130	108	135	72	59	127	108	128	193	136	190	203	246	114	224
hsa-miR-6882-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6892-5p	0	1	0	1	0	2	3	0	4	2	4	4	4	2	3	6
hsa-miR-6812-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-188-5p	202	346	306	205	296	70	162	232	208	240	395	898	249	418	163	395
hsa-miR-1266-5p	0	4	3	1	0	3	2	2	10	18	16	7	21	24	28	11
hsa-miR-3150b-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-519b-5p	0	0	0	0	0	0	0	0	0	1	3	5	0	0	2	2
hsa-miR-6780a-5p	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0
hsa-miR-6785-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1910-5p	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-let-7a-2-3p	41	19	35	18	34	2	32	24	6	7	2	19	3	5	8	8
hsa-miR-4728-3p	3	9	0	0	2	2	4	3	2	6	10	2	3	4	2	0
hsa-miR-552-3p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-6130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4768-5p	3	4	7	6	4	2	1	7	14	12	9	11	4	22	10	11
hsa-miR-4482-5p	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0
hsa-miR-222-5p	11	12	14	7	9	21	11	8	25	25	29	42	23	34	23	10
hsa-miR-6820-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1304-5p	2	2	1	0	0	0	0	0	1	4	3	4	4	3	2	3
hsa-miR-4732-3p	1	1	6	1	4	2	9	2	4	8	3	10	4	10	7	1
hsa-miR-3911	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4762-3p	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-193b-3p	3274	3283	1932	1155	2028	1322	1693	2023	1326	1968	724	1361	1568	707	1622	1141
hsa-miR-345-5p	821	1736	2649	721	637	988	978	1737	6778	8976	10395	4414	4750	15400	3850	6845
hsa-miR-6814-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-181c-3p	187	277	314	189	154	296	121	236	263	384	335	560	164	504	177	590
hsa-miR-335-5p	1	1	0	1	0	1	0	1	0	0	0	0	0	3	0	1
hsa-miR-5587-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	7	5	4	4	3	2	2	1	5	3	8	10	3	7	3	3
hsa-miR-193a-3p	2513	1849	1762	2241	1028	521	727	924	1139	1301	2232	876	1169	2233	786	2303
hsa-miR-503-3p	0	3	1	0	1	5	1	0	10	8	6	12	0	5	4	9
hsa-miR-550b-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-18a-5p	192	130	160	142	172	110	159	84	256	267	375	494	532	258	299	375
hsa-miR-6889-3p	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-449b-5p	20	3	7	14	32	3	17	22	1172	1333	2979	2757	1540	2853	1397	5479
hsa-miR-1908-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190b	43	9	19	28	22	11	12	10	162	142	137	113	80	168	188	210
hsa-miR-141-3p	1009	1700	6181	1586	1726	536	2826	2492	157271	293393	238274	34103	231061	252937	308259	64050
hsa-miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-3p	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1
hsa-miR-4664-3p	1	0	0	0	0	0	0	0	3	1	2	0	0	3	2	3
hsa-miR-7704	89	52	81	107	60	61	170	98	136	43	26	34	51	73	80	27
hsa-miR-221-5p	686	1520	943	649	608	1514	578	770	928	846	1100	2105	1249	887	1122	1326
hsa-miR-6890-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-143-5p	655	821	624	366	506	519	282	386	228	208	213	478	263	188	142	186
hsa-miR-3682-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-3p	1	0	0	0	0	0	0	0	3	0	5	2	0	5	1	0
hsa-miR-99b-5p	14385	20767	17000	10736	14575	28431	10211	15445	15871	16600	16121	26124	30956	14224	14520	15088
hsa-miR-4804-3p	1	0	0	0	1	0	2	1	1	0	1	0	1	0	0	0
hsa-miR-4795-3p	0	2	0	1	1	0	1	1	0	1	2	0	5	1	1	0
hsa-miR-26b-3p	190	149	112	100	90	72	110	151	183	255	155	139	87	217	143	162
hsa-miR-3138	3	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0
hsa-miR-7151-3p	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	35	4	13	8	5	4	22	8	1	0	0	0	2	0	1	0
hsa-miR-4524a-5p	6	25	32	15	12	12	5	29	4	7	3	7	2	2	5	4
hsa-miR-3131	0	0	0	0	0	0	0	0	1	0	5	28	0	4	1	11
hsa-miR-6877-5p	0	0	0	0	0	0	1	0	1	2	0	2	1	0	0	0
hsa-miR-941	1039	417	1205	723	1564	412	602	603	477	500	1144	619	2059	936	425	615
hsa-miR-106a-3p	1	2	6	2	13	2	7	4	17	32	25	15	31	25	17	14
hsa-miR-4647	1	0	0	1	1	0	0	0	0	1	2	3	1	2	1	1
hsa-miR-18b-5p	12	9	16	6	35	20	22	18	49	45	56	39	122	39	64	30
hsa-miR-6506-5p	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-6789-5p	0	0	0	0	0	0	3	0	1	1	2	0	1	0	0	0
hsa-miR-3940-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-582-5p	54	27	45	206	76	22	59	23	44	71	48	51	53	77	75	71
hsa-miR-4798-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-7978	0	7	0	0	0	1	0	0	5	19	0	4	3	14	9	17
hsa-miR-183-3p	1	0	4	0	2	0	1	4	23	14	21	37	14	24	23	17
hsa-miR-423-5p	723	772	890	686	315	512	738	869	917	2348	1534	892	1678	2881	1151	869
hsa-miR-671-3p	86	84	88	66	60	22	61	68	127	139	131	129	110	101	66	78
hsa-miR-155-3p	5	2	3	3	1	0	3	3	3	2	2	6	4	2	4	3
hsa-miR-875-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-561-3p	0	0	0	0	1	2	0	2	2	5	3	2	2	7	6	4
hsa-miR-6726-3p	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0
hsa-miR-516b-5p	0	0	0	0	0	0	1	1	1	0	2	4	0	2	3	1
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-628-3p	97	69	54	73	79	52	68	76	26	45	45	53	52	33	28	39
hsa-miR-6515-5p	3	1	2	2	2	0	1	0	0	2	1	4	4	2	1	1
hsa-miR-7973	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	1	0	0	0	0	1	0	0	0	2	2	0	0	1	1	0
hsa-miR-4662b	1	0	1	0	1	0	2	1	0	0	0	1	0	1	0	0
hsa-miR-676-5p	1	1	1	0	0	0	1	1	3	0	0	1	2	4	1	1
hsa-miR-5579-3p	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2
hsa-miR-584-5p	18	22	29	6	34	27	29	15	23	29	21	35	26	30	33	8
